,Description,Dates,Quantity
1541,LUNCH BAG  BLACK SKULL.,2011-01-15,0.0
1542,LUNCH BAG  BLACK SKULL.,2011-01-16,23.0
1543,LUNCH BAG  BLACK SKULL.,2011-01-17,19.0
1544,LUNCH BAG  BLACK SKULL.,2011-01-18,16.0
1545,LUNCH BAG  BLACK SKULL.,2011-01-19,2.0
1546,LUNCH BAG  BLACK SKULL.,2011-01-20,23.0
1547,LUNCH BAG  BLACK SKULL.,2011-01-21,7.0
1548,LUNCH BAG  BLACK SKULL.,2011-01-22,0.0
1549,LUNCH BAG  BLACK SKULL.,2011-01-23,10.0
1550,LUNCH BAG  BLACK SKULL.,2011-01-24,21.0
1551,LUNCH BAG  BLACK SKULL.,2011-01-25,56.0
1552,LUNCH BAG  BLACK SKULL.,2011-01-26,32.0
1553,LUNCH BAG  BLACK SKULL.,2011-01-27,10.0
1554,LUNCH BAG  BLACK SKULL.,2011-01-28,35.0
1555,LUNCH BAG  BLACK SKULL.,2011-01-29,0.0
1556,LUNCH BAG  BLACK SKULL.,2011-01-30,24.0
1557,LUNCH BAG  BLACK SKULL.,2011-01-31,21.0
1558,LUNCH BAG  BLACK SKULL.,2011-02-01,23.0
1559,LUNCH BAG  BLACK SKULL.,2011-02-02,32.0
1560,LUNCH BAG  BLACK SKULL.,2011-02-03,13.0
1561,LUNCH BAG  BLACK SKULL.,2011-02-04,14.0
1562,LUNCH BAG  BLACK SKULL.,2011-02-05,0.0
1563,LUNCH BAG  BLACK SKULL.,2011-02-06,0.0
1564,LUNCH BAG  BLACK SKULL.,2011-02-07,0.0
1565,LUNCH BAG  BLACK SKULL.,2011-02-08,20.0
1566,LUNCH BAG  BLACK SKULL.,2011-02-09,3.0
1567,LUNCH BAG  BLACK SKULL.,2011-02-10,12.0
1568,LUNCH BAG  BLACK SKULL.,2011-02-11,42.0
1569,LUNCH BAG  BLACK SKULL.,2011-02-12,0.0
1570,LUNCH BAG  BLACK SKULL.,2011-02-13,0.0
1571,LUNCH BAG  BLACK SKULL.,2011-02-14,22.0
1572,LUNCH BAG  BLACK SKULL.,2011-02-15,10.0
1573,LUNCH BAG  BLACK SKULL.,2011-02-16,3.0
1574,LUNCH BAG  BLACK SKULL.,2011-02-17,30.0
1575,LUNCH BAG  BLACK SKULL.,2011-02-18,40.0
1576,LUNCH BAG  BLACK SKULL.,2011-02-19,0.0
1577,LUNCH BAG  BLACK SKULL.,2011-02-20,1.0
1578,LUNCH BAG  BLACK SKULL.,2011-02-21,0.0
1579,LUNCH BAG  BLACK SKULL.,2011-02-22,101.0
1580,LUNCH BAG  BLACK SKULL.,2011-02-23,27.0
1581,LUNCH BAG  BLACK SKULL.,2011-02-24,30.0
1582,LUNCH BAG  BLACK SKULL.,2011-02-25,20.0
1583,LUNCH BAG  BLACK SKULL.,2011-02-26,0.0
1584,LUNCH BAG  BLACK SKULL.,2011-02-27,2.0
1585,LUNCH BAG  BLACK SKULL.,2011-02-28,0.0
1586,LUNCH BAG  BLACK SKULL.,2011-03-01,122.0
1587,LUNCH BAG  BLACK SKULL.,2011-03-02,2.0
1588,LUNCH BAG  BLACK SKULL.,2011-03-03,39.0
1589,LUNCH BAG  BLACK SKULL.,2011-03-04,0.0
1590,LUNCH BAG  BLACK SKULL.,2011-03-05,0.0
1591,LUNCH BAG  BLACK SKULL.,2011-03-06,5.0
1592,LUNCH BAG  BLACK SKULL.,2011-03-07,9.0
1593,LUNCH BAG  BLACK SKULL.,2011-03-08,22.0
1594,LUNCH BAG  BLACK SKULL.,2011-03-09,10.0
1595,LUNCH BAG  BLACK SKULL.,2011-03-10,24.0
1596,LUNCH BAG  BLACK SKULL.,2011-03-11,100.0
1597,LUNCH BAG  BLACK SKULL.,2011-03-12,0.0
1598,LUNCH BAG  BLACK SKULL.,2011-03-13,10.0
1599,LUNCH BAG  BLACK SKULL.,2011-03-14,14.0
1600,LUNCH BAG  BLACK SKULL.,2011-03-15,20.0
1601,LUNCH BAG  BLACK SKULL.,2011-03-16,0.0
1602,LUNCH BAG  BLACK SKULL.,2011-03-17,31.0
1603,LUNCH BAG  BLACK SKULL.,2011-03-18,4.0
1604,LUNCH BAG  BLACK SKULL.,2011-03-19,0.0
1605,LUNCH BAG  BLACK SKULL.,2011-03-20,45.0
1606,LUNCH BAG  BLACK SKULL.,2011-03-21,75.0
1607,LUNCH BAG  BLACK SKULL.,2011-03-22,14.0
1608,LUNCH BAG  BLACK SKULL.,2011-03-23,5.0
1609,LUNCH BAG  BLACK SKULL.,2011-03-24,15.0
1610,LUNCH BAG  BLACK SKULL.,2011-03-25,55.0
1611,LUNCH BAG  BLACK SKULL.,2011-03-26,0.0
1612,LUNCH BAG  BLACK SKULL.,2011-03-27,0.0
1613,LUNCH BAG  BLACK SKULL.,2011-03-28,5.0
1614,LUNCH BAG  BLACK SKULL.,2011-03-29,70.0
1615,LUNCH BAG  BLACK SKULL.,2011-03-30,134.0
1616,LUNCH BAG  BLACK SKULL.,2011-03-31,47.0
1617,LUNCH BAG  BLACK SKULL.,2011-04-01,28.0
1618,LUNCH BAG  BLACK SKULL.,2011-04-02,0.0
1619,LUNCH BAG  BLACK SKULL.,2011-04-03,3.0
1620,LUNCH BAG  BLACK SKULL.,2011-04-04,7.0
1621,LUNCH BAG  BLACK SKULL.,2011-04-05,4.0
1622,LUNCH BAG  BLACK SKULL.,2011-04-06,16.0
1623,LUNCH BAG  BLACK SKULL.,2011-04-07,4.0
1624,LUNCH BAG  BLACK SKULL.,2011-04-08,11.0
1625,LUNCH BAG  BLACK SKULL.,2011-04-09,0.0
1626,LUNCH BAG  BLACK SKULL.,2011-04-10,20.0
1627,LUNCH BAG  BLACK SKULL.,2011-04-11,24.0
1628,LUNCH BAG  BLACK SKULL.,2011-04-12,30.0
1629,LUNCH BAG  BLACK SKULL.,2011-04-13,11.0
1630,LUNCH BAG  BLACK SKULL.,2011-04-14,50.0
1631,LUNCH BAG  BLACK SKULL.,2011-04-15,20.0
1632,LUNCH BAG  BLACK SKULL.,2011-04-16,0.0
1633,LUNCH BAG  BLACK SKULL.,2011-04-17,12.0
1634,LUNCH BAG  BLACK SKULL.,2011-04-18,18.0
1635,LUNCH BAG  BLACK SKULL.,2011-04-19,1.0
1636,LUNCH BAG  BLACK SKULL.,2011-04-20,58.0
1637,LUNCH BAG  BLACK SKULL.,2011-04-21,10.0
1638,LUNCH BAG  BLACK SKULL.,2011-04-22,0.0
1639,LUNCH BAG  BLACK SKULL.,2011-04-23,0.0
1640,LUNCH BAG  BLACK SKULL.,2011-04-24,0.0
1641,LUNCH BAG  BLACK SKULL.,2011-04-25,0.0
1642,LUNCH BAG  BLACK SKULL.,2011-04-26,63.0
1643,LUNCH BAG  BLACK SKULL.,2011-04-27,40.0
1644,LUNCH BAG  BLACK SKULL.,2011-04-28,21.0
1645,LUNCH BAG  BLACK SKULL.,2011-04-29,0.0
1646,LUNCH BAG  BLACK SKULL.,2011-04-30,0.0
1647,LUNCH BAG  BLACK SKULL.,2011-05-01,10.0
1648,LUNCH BAG  BLACK SKULL.,2011-05-02,0.0
1649,LUNCH BAG  BLACK SKULL.,2011-05-03,57.0
1650,LUNCH BAG  BLACK SKULL.,2011-05-04,101.0
1651,LUNCH BAG  BLACK SKULL.,2011-05-05,17.0
1652,LUNCH BAG  BLACK SKULL.,2011-05-06,78.0
1653,LUNCH BAG  BLACK SKULL.,2011-05-07,0.0
1654,LUNCH BAG  BLACK SKULL.,2011-05-08,19.0
1655,LUNCH BAG  BLACK SKULL.,2011-05-09,48.0
1656,LUNCH BAG  BLACK SKULL.,2011-05-10,153.0
1657,LUNCH BAG  BLACK SKULL.,2011-05-11,16.0
1658,LUNCH BAG  BLACK SKULL.,2011-05-12,50.0
1659,LUNCH BAG  BLACK SKULL.,2011-05-13,60.0
1660,LUNCH BAG  BLACK SKULL.,2011-05-14,0.0
1661,LUNCH BAG  BLACK SKULL.,2011-05-15,12.0
1662,LUNCH BAG  BLACK SKULL.,2011-05-16,71.0
1663,LUNCH BAG  BLACK SKULL.,2011-05-17,60.0
1664,LUNCH BAG  BLACK SKULL.,2011-05-18,16.0
1665,LUNCH BAG  BLACK SKULL.,2011-05-19,33.0
1666,LUNCH BAG  BLACK SKULL.,2011-05-20,20.0
1667,LUNCH BAG  BLACK SKULL.,2011-05-21,0.0
1668,LUNCH BAG  BLACK SKULL.,2011-05-22,13.0
1669,LUNCH BAG  BLACK SKULL.,2011-05-23,51.0
1670,LUNCH BAG  BLACK SKULL.,2011-05-24,22.0
1671,LUNCH BAG  BLACK SKULL.,2011-05-25,16.0
1672,LUNCH BAG  BLACK SKULL.,2011-05-26,3.0
1673,LUNCH BAG  BLACK SKULL.,2011-05-27,16.0
1674,LUNCH BAG  BLACK SKULL.,2011-05-28,0.0
1675,LUNCH BAG  BLACK SKULL.,2011-05-29,19.0
1676,LUNCH BAG  BLACK SKULL.,2011-05-30,0.0
1677,LUNCH BAG  BLACK SKULL.,2011-05-31,20.0
1678,LUNCH BAG  BLACK SKULL.,2011-06-01,4.0
1679,LUNCH BAG  BLACK SKULL.,2011-06-02,103.0
1680,LUNCH BAG  BLACK SKULL.,2011-06-03,12.0
1681,LUNCH BAG  BLACK SKULL.,2011-06-04,0.0
1682,LUNCH BAG  BLACK SKULL.,2011-06-05,69.0
1683,LUNCH BAG  BLACK SKULL.,2011-06-06,40.0
1684,LUNCH BAG  BLACK SKULL.,2011-06-07,33.0
1685,LUNCH BAG  BLACK SKULL.,2011-06-08,69.0
1686,LUNCH BAG  BLACK SKULL.,2011-06-09,7.0
1687,LUNCH BAG  BLACK SKULL.,2011-06-10,4.0
1688,LUNCH BAG  BLACK SKULL.,2011-06-11,0.0
1689,LUNCH BAG  BLACK SKULL.,2011-06-12,27.0
1690,LUNCH BAG  BLACK SKULL.,2011-06-13,0.0
1691,LUNCH BAG  BLACK SKULL.,2011-06-14,21.0
1692,LUNCH BAG  BLACK SKULL.,2011-06-15,141.0
1693,LUNCH BAG  BLACK SKULL.,2011-06-16,25.0
1694,LUNCH BAG  BLACK SKULL.,2011-06-17,32.0
1695,LUNCH BAG  BLACK SKULL.,2011-06-18,0.0
1696,LUNCH BAG  BLACK SKULL.,2011-06-19,12.0
1697,LUNCH BAG  BLACK SKULL.,2011-06-20,116.0
1698,LUNCH BAG  BLACK SKULL.,2011-06-21,40.0
1699,LUNCH BAG  BLACK SKULL.,2011-06-22,25.0
1700,LUNCH BAG  BLACK SKULL.,2011-06-23,41.0
1701,LUNCH BAG  BLACK SKULL.,2011-06-24,114.0
1702,LUNCH BAG  BLACK SKULL.,2011-06-25,0.0
1703,LUNCH BAG  BLACK SKULL.,2011-06-26,9.0
1704,LUNCH BAG  BLACK SKULL.,2011-06-27,36.0
1705,LUNCH BAG  BLACK SKULL.,2011-06-28,25.0
1706,LUNCH BAG  BLACK SKULL.,2011-06-29,2.0
1707,LUNCH BAG  BLACK SKULL.,2011-06-30,37.0
1708,LUNCH BAG  BLACK SKULL.,2011-07-01,43.0
1709,LUNCH BAG  BLACK SKULL.,2011-07-02,0.0
1710,LUNCH BAG  BLACK SKULL.,2011-07-03,28.0
1711,LUNCH BAG  BLACK SKULL.,2011-07-04,26.0
1712,LUNCH BAG  BLACK SKULL.,2011-07-05,50.0
1713,LUNCH BAG  BLACK SKULL.,2011-07-06,58.0
1714,LUNCH BAG  BLACK SKULL.,2011-07-07,63.0
1715,LUNCH BAG  BLACK SKULL.,2011-07-08,134.0
1716,LUNCH BAG  BLACK SKULL.,2011-07-09,0.0
1717,LUNCH BAG  BLACK SKULL.,2011-07-10,9.0
1718,LUNCH BAG  BLACK SKULL.,2011-07-11,60.0
1719,LUNCH BAG  BLACK SKULL.,2011-07-12,32.0
1720,LUNCH BAG  BLACK SKULL.,2011-07-13,34.0
1721,LUNCH BAG  BLACK SKULL.,2011-07-14,58.0
1722,LUNCH BAG  BLACK SKULL.,2011-07-15,22.0
1723,LUNCH BAG  BLACK SKULL.,2011-07-16,0.0
1724,LUNCH BAG  BLACK SKULL.,2011-07-17,29.0
1725,LUNCH BAG  BLACK SKULL.,2011-07-18,31.0
1726,LUNCH BAG  BLACK SKULL.,2011-07-19,82.0
1727,LUNCH BAG  BLACK SKULL.,2011-07-20,17.0
1728,LUNCH BAG  BLACK SKULL.,2011-07-21,32.0
1729,LUNCH BAG  BLACK SKULL.,2011-07-22,22.0
1730,LUNCH BAG  BLACK SKULL.,2011-07-23,0.0
1731,LUNCH BAG  BLACK SKULL.,2011-07-24,72.0
1732,LUNCH BAG  BLACK SKULL.,2011-07-25,46.0
1733,LUNCH BAG  BLACK SKULL.,2011-07-26,121.0
1734,LUNCH BAG  BLACK SKULL.,2011-07-27,40.0
1735,LUNCH BAG  BLACK SKULL.,2011-07-28,42.0
1736,LUNCH BAG  BLACK SKULL.,2011-07-29,51.0
1737,LUNCH BAG  BLACK SKULL.,2011-07-30,0.0
1738,LUNCH BAG  BLACK SKULL.,2011-07-31,16.0
1739,LUNCH BAG  BLACK SKULL.,2011-08-01,2.0
1740,LUNCH BAG  BLACK SKULL.,2011-08-02,46.0
1741,LUNCH BAG  BLACK SKULL.,2011-08-03,11.0
1742,LUNCH BAG  BLACK SKULL.,2011-08-04,280.0
1743,LUNCH BAG  BLACK SKULL.,2011-08-05,16.0
1744,LUNCH BAG  BLACK SKULL.,2011-08-06,0.0
1745,LUNCH BAG  BLACK SKULL.,2011-08-07,4.0
1746,LUNCH BAG  BLACK SKULL.,2011-08-08,16.0
1747,LUNCH BAG  BLACK SKULL.,2011-08-09,92.0
1748,LUNCH BAG  BLACK SKULL.,2011-08-10,89.0
1749,LUNCH BAG  BLACK SKULL.,2011-08-11,86.0
1750,LUNCH BAG  BLACK SKULL.,2011-08-12,23.0
1751,LUNCH BAG  BLACK SKULL.,2011-08-13,0.0
1752,LUNCH BAG  BLACK SKULL.,2011-08-14,0.0
1753,LUNCH BAG  BLACK SKULL.,2011-08-15,4.0
1754,LUNCH BAG  BLACK SKULL.,2011-08-16,72.0
1755,LUNCH BAG  BLACK SKULL.,2011-08-17,1.0
1756,LUNCH BAG  BLACK SKULL.,2011-08-18,50.0
1757,LUNCH BAG  BLACK SKULL.,2011-08-19,10.0
1758,LUNCH BAG  BLACK SKULL.,2011-08-20,0.0
1759,LUNCH BAG  BLACK SKULL.,2011-08-21,108.0
1760,LUNCH BAG  BLACK SKULL.,2011-08-22,71.0
1761,LUNCH BAG  BLACK SKULL.,2011-08-23,39.0
1762,LUNCH BAG  BLACK SKULL.,2011-08-24,165.0
1763,LUNCH BAG  BLACK SKULL.,2011-08-25,54.0
1764,LUNCH BAG  BLACK SKULL.,2011-08-26,21.0
1765,LUNCH BAG  BLACK SKULL.,2011-08-27,0.0
1766,LUNCH BAG  BLACK SKULL.,2011-08-28,33.0
1767,LUNCH BAG  BLACK SKULL.,2011-08-29,0.0
1768,LUNCH BAG  BLACK SKULL.,2011-08-30,38.0
1769,LUNCH BAG  BLACK SKULL.,2011-08-31,2.0
1770,LUNCH BAG  BLACK SKULL.,2011-09-01,38.0
1771,LUNCH BAG  BLACK SKULL.,2011-09-02,86.0
1772,LUNCH BAG  BLACK SKULL.,2011-09-03,0.0
1773,LUNCH BAG  BLACK SKULL.,2011-09-04,23.0
1774,LUNCH BAG  BLACK SKULL.,2011-09-05,57.0
1775,LUNCH BAG  BLACK SKULL.,2011-09-06,60.0
1776,LUNCH BAG  BLACK SKULL.,2011-09-07,60.0
1777,LUNCH BAG  BLACK SKULL.,2011-09-08,9.0
1778,LUNCH BAG  BLACK SKULL.,2011-09-09,34.0
1779,LUNCH BAG  BLACK SKULL.,2011-09-10,0.0
1780,LUNCH BAG  BLACK SKULL.,2011-09-11,7.0
1781,LUNCH BAG  BLACK SKULL.,2011-09-12,20.0
1782,LUNCH BAG  BLACK SKULL.,2011-09-13,88.0
1783,LUNCH BAG  BLACK SKULL.,2011-09-14,40.0
1784,LUNCH BAG  BLACK SKULL.,2011-09-15,64.0
1785,LUNCH BAG  BLACK SKULL.,2011-09-16,78.0
1786,LUNCH BAG  BLACK SKULL.,2011-09-17,0.0
1787,LUNCH BAG  BLACK SKULL.,2011-09-18,12.0
1788,LUNCH BAG  BLACK SKULL.,2011-09-19,32.0
1789,LUNCH BAG  BLACK SKULL.,2011-09-20,19.0
1790,LUNCH BAG  BLACK SKULL.,2011-09-21,140.0
1791,LUNCH BAG  BLACK SKULL.,2011-09-22,33.0
1792,LUNCH BAG  BLACK SKULL.,2011-09-23,37.0
1793,LUNCH BAG  BLACK SKULL.,2011-09-24,0.0
1794,LUNCH BAG  BLACK SKULL.,2011-09-25,51.0
1795,LUNCH BAG  BLACK SKULL.,2011-09-26,10.0
1796,LUNCH BAG  BLACK SKULL.,2011-09-27,50.0
1797,LUNCH BAG  BLACK SKULL.,2011-09-28,21.0
1798,LUNCH BAG  BLACK SKULL.,2011-09-29,55.0
1799,LUNCH BAG  BLACK SKULL.,2011-09-30,47.0
1800,LUNCH BAG  BLACK SKULL.,2011-10-01,0.0
1801,LUNCH BAG  BLACK SKULL.,2011-10-02,22.0
1802,LUNCH BAG  BLACK SKULL.,2011-10-03,43.0
1803,LUNCH BAG  BLACK SKULL.,2011-10-04,36.0
1804,LUNCH BAG  BLACK SKULL.,2011-10-05,70.0
1805,LUNCH BAG  BLACK SKULL.,2011-10-06,37.0
1806,LUNCH BAG  BLACK SKULL.,2011-10-07,15.0
1807,LUNCH BAG  BLACK SKULL.,2011-10-08,0.0
1808,LUNCH BAG  BLACK SKULL.,2011-10-09,8.0
1809,LUNCH BAG  BLACK SKULL.,2011-10-10,34.0
1810,LUNCH BAG  BLACK SKULL.,2011-10-11,41.0
1811,LUNCH BAG  BLACK SKULL.,2011-10-12,42.0
1812,LUNCH BAG  BLACK SKULL.,2011-10-13,91.0
1813,LUNCH BAG  BLACK SKULL.,2011-10-14,119.0
1814,LUNCH BAG  BLACK SKULL.,2011-10-15,0.0
1815,LUNCH BAG  BLACK SKULL.,2011-10-16,10.0
1816,LUNCH BAG  BLACK SKULL.,2011-10-17,25.0
1817,LUNCH BAG  BLACK SKULL.,2011-10-18,32.0
1818,LUNCH BAG  BLACK SKULL.,2011-10-19,30.0
1819,LUNCH BAG  BLACK SKULL.,2011-10-20,9.0
1820,LUNCH BAG  BLACK SKULL.,2011-10-21,31.0
1821,LUNCH BAG  BLACK SKULL.,2011-10-22,0.0
1822,LUNCH BAG  BLACK SKULL.,2011-10-23,13.0
1823,LUNCH BAG  BLACK SKULL.,2011-10-24,5.0
1824,LUNCH BAG  BLACK SKULL.,2011-10-25,31.0
1825,LUNCH BAG  BLACK SKULL.,2011-10-26,24.0
1826,LUNCH BAG  BLACK SKULL.,2011-10-27,24.0
1827,LUNCH BAG  BLACK SKULL.,2011-10-28,26.0
1828,LUNCH BAG  BLACK SKULL.,2011-10-29,0.0
1829,LUNCH BAG  BLACK SKULL.,2011-10-30,24.0
1830,LUNCH BAG  BLACK SKULL.,2011-10-31,38.0
1831,LUNCH BAG  BLACK SKULL.,2011-11-01,7.0
1832,LUNCH BAG  BLACK SKULL.,2011-11-02,16.0
1833,LUNCH BAG  BLACK SKULL.,2011-11-03,5.0
1834,LUNCH BAG  BLACK SKULL.,2011-11-04,34.0
1835,LUNCH BAG  BLACK SKULL.,2011-11-05,0.0
1836,LUNCH BAG  BLACK SKULL.,2011-11-06,8.0
1837,LUNCH BAG  BLACK SKULL.,2011-11-07,40.0
1838,LUNCH BAG  BLACK SKULL.,2011-11-08,52.0
1839,LUNCH BAG  BLACK SKULL.,2011-11-09,52.0
1840,LUNCH BAG  BLACK SKULL.,2011-11-10,36.0
1841,LUNCH BAG  BLACK SKULL.,2011-11-11,24.0
1842,LUNCH BAG  BLACK SKULL.,2011-11-12,0.0
1843,LUNCH BAG  BLACK SKULL.,2011-11-13,40.0
1844,LUNCH BAG  BLACK SKULL.,2011-11-14,41.0
1845,LUNCH BAG  BLACK SKULL.,2011-11-15,151.0
1846,LUNCH BAG  BLACK SKULL.,2011-11-16,35.0
1847,LUNCH BAG  BLACK SKULL.,2011-11-17,37.0
1848,LUNCH BAG  BLACK SKULL.,2011-11-18,75.0
1849,LUNCH BAG  BLACK SKULL.,2011-11-19,0.0
1850,LUNCH BAG  BLACK SKULL.,2011-11-20,30.0
1851,LUNCH BAG  BLACK SKULL.,2011-11-21,38.0
1852,LUNCH BAG  BLACK SKULL.,2011-11-22,41.0
1853,LUNCH BAG  BLACK SKULL.,2011-11-23,35.0
1854,LUNCH BAG  BLACK SKULL.,2011-11-24,72.0
1855,LUNCH BAG  BLACK SKULL.,2011-11-25,44.0
1856,LUNCH BAG  BLACK SKULL.,2011-11-26,0.0
1857,LUNCH BAG  BLACK SKULL.,2011-11-27,21.0
1858,LUNCH BAG  BLACK SKULL.,2011-11-28,43.0
1859,LUNCH BAG  BLACK SKULL.,2011-11-29,30.0
1860,LUNCH BAG  BLACK SKULL.,2011-11-30,66.0
1861,LUNCH BAG  BLACK SKULL.,2011-12-01,81.0
1862,LUNCH BAG  BLACK SKULL.,2011-12-02,41.0
1863,LUNCH BAG  BLACK SKULL.,2011-12-03,0.0
1864,LUNCH BAG  BLACK SKULL.,2011-12-04,24.0
1865,LUNCH BAG  BLACK SKULL.,2011-12-05,24.0
1866,LUNCH BAG  BLACK SKULL.,2011-12-06,53.0
1867,LUNCH BAG  BLACK SKULL.,2011-12-07,40.0
1868,LUNCH BAG  BLACK SKULL.,2011-12-08,34.0
1869,LUNCH BAG  BLACK SKULL.,2011-12-09,11.0
1870,LUNCH BAG CARS BLUE,2010-12-01,22.0
1871,LUNCH BAG CARS BLUE,2010-12-02,3.0
1872,LUNCH BAG CARS BLUE,2010-12-03,8.0
1873,LUNCH BAG CARS BLUE,2010-12-04,0.0
1874,LUNCH BAG CARS BLUE,2010-12-05,18.0
1875,LUNCH BAG CARS BLUE,2010-12-06,19.0
1876,LUNCH BAG CARS BLUE,2010-12-07,12.0
1877,LUNCH BAG CARS BLUE,2010-12-08,20.0
1878,LUNCH BAG CARS BLUE,2010-12-09,9.0
1879,LUNCH BAG CARS BLUE,2010-12-10,8.0
1880,LUNCH BAG CARS BLUE,2010-12-11,0.0
1881,LUNCH BAG CARS BLUE,2010-12-12,5.0
1882,LUNCH BAG CARS BLUE,2010-12-13,10.0
1883,LUNCH BAG CARS BLUE,2010-12-14,27.0
1884,LUNCH BAG CARS BLUE,2010-12-15,131.0
1885,LUNCH BAG CARS BLUE,2010-12-16,50.0
1886,LUNCH BAG CARS BLUE,2010-12-17,0.0
1887,LUNCH BAG CARS BLUE,2010-12-18,0.0
1888,LUNCH BAG CARS BLUE,2010-12-19,0.0
1889,LUNCH BAG CARS BLUE,2010-12-20,1.0
1890,LUNCH BAG CARS BLUE,2010-12-21,11.0
1891,LUNCH BAG CARS BLUE,2010-12-22,10.0
1892,LUNCH BAG CARS BLUE,2010-12-23,1.0
1893,LUNCH BAG CARS BLUE,2010-12-24,0.0
1894,LUNCH BAG CARS BLUE,2010-12-25,0.0
1895,LUNCH BAG CARS BLUE,2010-12-26,0.0
1896,LUNCH BAG CARS BLUE,2010-12-27,0.0
1897,LUNCH BAG CARS BLUE,2010-12-28,0.0
1898,LUNCH BAG CARS BLUE,2010-12-29,0.0
1899,LUNCH BAG CARS BLUE,2010-12-30,0.0
1900,LUNCH BAG CARS BLUE,2010-12-31,0.0
1901,LUNCH BAG CARS BLUE,2011-01-01,0.0
1902,LUNCH BAG CARS BLUE,2011-01-02,0.0
1903,LUNCH BAG CARS BLUE,2011-01-03,0.0
1904,LUNCH BAG CARS BLUE,2011-01-04,1.0
1905,LUNCH BAG CARS BLUE,2011-01-05,2.0
1906,LUNCH BAG CARS BLUE,2011-01-06,121.0
1907,LUNCH BAG CARS BLUE,2011-01-07,10.0
1908,LUNCH BAG CARS BLUE,2011-01-08,0.0
1909,LUNCH BAG CARS BLUE,2011-01-09,10.0
1910,LUNCH BAG CARS BLUE,2011-01-10,10.0
1911,LUNCH BAG CARS BLUE,2011-01-11,24.0
1912,LUNCH BAG CARS BLUE,2011-01-12,13.0
1913,LUNCH BAG CARS BLUE,2011-01-13,34.0
1914,LUNCH BAG CARS BLUE,2011-01-14,24.0
1915,LUNCH BAG CARS BLUE,2011-01-15,0.0
1916,LUNCH BAG CARS BLUE,2011-01-16,10.0
1917,LUNCH BAG CARS BLUE,2011-01-17,0.0
1918,LUNCH BAG CARS BLUE,2011-01-18,4.0
1919,LUNCH BAG CARS BLUE,2011-01-19,0.0
1920,LUNCH BAG CARS BLUE,2011-01-20,23.0
1921,LUNCH BAG CARS BLUE,2011-01-21,8.0
1922,LUNCH BAG CARS BLUE,2011-01-22,0.0
1923,LUNCH BAG CARS BLUE,2011-01-23,21.0
1924,LUNCH BAG CARS BLUE,2011-01-24,2.0
1925,LUNCH BAG CARS BLUE,2011-01-25,40.0
1926,LUNCH BAG CARS BLUE,2011-01-26,20.0
1927,LUNCH BAG CARS BLUE,2011-01-27,31.0
1928,LUNCH BAG CARS BLUE,2011-01-28,47.0
1929,LUNCH BAG CARS BLUE,2011-01-29,0.0
1930,LUNCH BAG CARS BLUE,2011-01-30,0.0
1931,LUNCH BAG CARS BLUE,2011-01-31,43.0
1932,LUNCH BAG CARS BLUE,2011-02-01,7.0
1933,LUNCH BAG CARS BLUE,2011-02-02,0.0
1934,LUNCH BAG CARS BLUE,2011-02-03,115.0
1935,LUNCH BAG CARS BLUE,2011-02-04,19.0
1936,LUNCH BAG CARS BLUE,2011-02-05,0.0
1937,LUNCH BAG CARS BLUE,2011-02-06,0.0
1938,LUNCH BAG CARS BLUE,2011-02-07,1.0
1939,LUNCH BAG CARS BLUE,2011-02-08,19.0
1940,LUNCH BAG CARS BLUE,2011-02-09,21.0
1941,LUNCH BAG CARS BLUE,2011-02-10,13.0
1942,LUNCH BAG CARS BLUE,2011-02-11,15.0
1943,LUNCH BAG CARS BLUE,2011-02-12,0.0
1944,LUNCH BAG CARS BLUE,2011-02-13,0.0
1945,LUNCH BAG CARS BLUE,2011-02-14,10.0
1946,LUNCH BAG CARS BLUE,2011-02-15,20.0
1947,LUNCH BAG CARS BLUE,2011-02-16,22.0
1948,LUNCH BAG CARS BLUE,2011-02-17,26.0
1949,LUNCH BAG CARS BLUE,2011-02-18,11.0
1950,LUNCH BAG CARS BLUE,2011-02-19,0.0
1951,LUNCH BAG CARS BLUE,2011-02-20,10.0
1952,LUNCH BAG CARS BLUE,2011-02-21,0.0
1953,LUNCH BAG CARS BLUE,2011-02-22,20.0
1954,LUNCH BAG CARS BLUE,2011-02-23,36.0
1955,LUNCH BAG CARS BLUE,2011-02-24,30.0
1956,LUNCH BAG CARS BLUE,2011-02-25,18.0
1957,LUNCH BAG CARS BLUE,2011-02-26,0.0
1958,LUNCH BAG CARS BLUE,2011-02-27,10.0
1959,LUNCH BAG CARS BLUE,2011-02-28,10.0
1960,LUNCH BAG CARS BLUE,2011-03-01,11.0
1961,LUNCH BAG CARS BLUE,2011-03-02,1.0
1962,LUNCH BAG CARS BLUE,2011-03-03,15.0
1963,LUNCH BAG CARS BLUE,2011-03-04,10.0
1964,LUNCH BAG CARS BLUE,2011-03-05,0.0
1965,LUNCH BAG CARS BLUE,2011-03-06,2.0
1966,LUNCH BAG CARS BLUE,2011-03-07,31.0
1967,LUNCH BAG CARS BLUE,2011-03-08,29.0
1968,LUNCH BAG CARS BLUE,2011-03-09,2.0
1969,LUNCH BAG CARS BLUE,2011-03-10,34.0
1970,LUNCH BAG CARS BLUE,2011-03-11,21.0
1971,LUNCH BAG CARS BLUE,2011-03-12,0.0
1972,LUNCH BAG CARS BLUE,2011-03-13,4.0
1973,LUNCH BAG CARS BLUE,2011-03-14,20.0
