,Description,Dates,Quantity,Invoice,CustomerID,Relative_UnitPrice
1033,JAM MAKING SET WITH JARS,2011-09-12,12.0,2,2,4.25
1034,JAM MAKING SET WITH JARS,2011-09-13,20.0,4,4,4.354
1035,JAM MAKING SET WITH JARS,2011-09-14,44.0,7,7,4.069090909090909
1036,JAM MAKING SET WITH JARS,2011-09-15,51.0,6,5,4.017058823529412
1037,JAM MAKING SET WITH JARS,2011-09-16,25.0,5,5,4.4116
1038,JAM MAKING SET WITH JARS,2011-09-17,0.0,0,0,0.0
1039,JAM MAKING SET WITH JARS,2011-09-18,28.0,3,3,3.8214285714285716
1040,JAM MAKING SET WITH JARS,2011-09-19,12.0,2,2,4.25
1041,JAM MAKING SET WITH JARS,2011-09-20,84.0,3,3,3.8214285714285716
1042,JAM MAKING SET WITH JARS,2011-09-21,3.0,2,2,8.29
1043,JAM MAKING SET WITH JARS,2011-09-22,127.0,7,7,3.32748031496063
1044,JAM MAKING SET WITH JARS,2011-09-23,28.0,6,5,4.827142857142857
1045,JAM MAKING SET WITH JARS,2011-09-24,0.0,0,0,0.0
1046,JAM MAKING SET WITH JARS,2011-09-25,3.0,2,2,4.25
1047,JAM MAKING SET WITH JARS,2011-09-26,53.0,4,4,4.291509433962264
1048,JAM MAKING SET WITH JARS,2011-09-27,73.0,4,4,3.894383561643836
1049,JAM MAKING SET WITH JARS,2011-09-28,5.0,2,2,5.866
1050,JAM MAKING SET WITH JARS,2011-09-29,13.0,3,3,4.560769230769231
1051,JAM MAKING SET WITH JARS,2011-09-30,30.0,4,4,4.05
1052,JAM MAKING SET WITH JARS,2011-10-01,0.0,0,0,0.0
1053,JAM MAKING SET WITH JARS,2011-10-02,1.0,1,1,4.25
1054,JAM MAKING SET WITH JARS,2011-10-03,9.0,3,2,5.596666666666667
1055,JAM MAKING SET WITH JARS,2011-10-04,23.0,5,4,5.128260869565217
1056,JAM MAKING SET WITH JARS,2011-10-05,15.0,3,3,5.058000000000001
1057,JAM MAKING SET WITH JARS,2011-10-06,33.0,5,5,3.8863636363636362
1058,JAM MAKING SET WITH JARS,2011-10-07,10.0,3,3,5.866
1059,JAM MAKING SET WITH JARS,2011-10-08,0.0,0,0,0.0
1060,JAM MAKING SET WITH JARS,2011-10-09,5.0,2,2,4.25
1061,JAM MAKING SET WITH JARS,2011-10-10,15.0,5,5,4.519333333333333
1062,JAM MAKING SET WITH JARS,2011-10-11,80.0,3,3,3.901
1063,JAM MAKING SET WITH JARS,2011-10-12,8.0,2,2,5.26
1064,JAM MAKING SET WITH JARS,2011-10-13,9.0,3,3,5.147777777777778
1065,JAM MAKING SET WITH JARS,2011-10-14,12.0,2,2,4.25
1066,JAM MAKING SET WITH JARS,2011-10-15,0.0,0,0,0.0
1067,JAM MAKING SET WITH JARS,2011-10-16,78.0,3,3,3.7884615384615383
1068,JAM MAKING SET WITH JARS,2011-10-17,10.0,4,3,5.866
1069,JAM MAKING SET WITH JARS,2011-10-18,7.0,2,2,4.827142857142857
1070,JAM MAKING SET WITH JARS,2011-10-19,4.0,2,1,8.29
1071,JAM MAKING SET WITH JARS,2011-10-20,12.0,2,2,4.25
1072,JAM MAKING SET WITH JARS,2011-10-21,0.0,0,0,0.0
1073,JAM MAKING SET WITH JARS,2011-10-22,0.0,0,0,0.0
1074,JAM MAKING SET WITH JARS,2011-10-23,9.0,4,4,4.25
1075,JAM MAKING SET WITH JARS,2011-10-24,4.0,3,1,8.29
1076,JAM MAKING SET WITH JARS,2011-10-25,30.0,7,7,4.25
1077,JAM MAKING SET WITH JARS,2011-10-26,11.0,2,2,4.25
1078,JAM MAKING SET WITH JARS,2011-10-27,25.0,6,6,4.17
1079,JAM MAKING SET WITH JARS,2011-10-28,18.0,2,2,3.9166666666666665
1080,JAM MAKING SET WITH JARS,2011-10-29,0.0,0,0,0.0
1081,JAM MAKING SET WITH JARS,2011-10-30,6.0,1,1,4.25
1082,JAM MAKING SET WITH JARS,2011-10-31,73.0,7,5,5.153561643835616
1083,JAM MAKING SET WITH JARS,2011-11-01,2.0,1,1,4.25
1084,JAM MAKING SET WITH JARS,2011-11-02,7.0,2,2,4.827142857142857
1085,JAM MAKING SET WITH JARS,2011-11-03,155.0,8,8,3.9284516129032254
1086,JAM MAKING SET WITH JARS,2011-11-04,57.0,3,3,4.041578947368421
1087,JAM MAKING SET WITH JARS,2011-11-05,0.0,0,0,0.0
1088,JAM MAKING SET WITH JARS,2011-11-06,0.0,0,0,0.0
1089,JAM MAKING SET WITH JARS,2011-11-07,28.0,4,4,4.2542857142857144
1090,JAM MAKING SET WITH JARS,2011-11-08,10.0,4,2,5.866
1091,JAM MAKING SET WITH JARS,2011-11-09,8.0,2,2,5.26
1092,JAM MAKING SET WITH JARS,2011-11-10,58.0,4,4,4.114827586206896
1093,JAM MAKING SET WITH JARS,2011-11-11,5.0,3,2,7.481999999999999
1094,JAM MAKING SET WITH JARS,2011-11-12,0.0,0,0,0.0
1095,JAM MAKING SET WITH JARS,2011-11-13,9.0,4,4,5.596666666666667
1096,JAM MAKING SET WITH JARS,2011-11-14,27.0,5,5,4.958148148148148
1097,JAM MAKING SET WITH JARS,2011-11-15,5.0,4,4,5.058
1098,JAM MAKING SET WITH JARS,2011-11-16,28.0,6,4,6.414285714285714
1099,JAM MAKING SET WITH JARS,2011-11-17,14.0,4,4,4.538571428571428
1100,JAM MAKING SET WITH JARS,2011-11-18,13.0,3,3,4.560769230769231
1101,JAM MAKING SET WITH JARS,2011-11-19,0.0,0,0,0.0
1102,JAM MAKING SET WITH JARS,2011-11-20,4.0,2,2,7.279999999999999
1103,JAM MAKING SET WITH JARS,2011-11-21,51.0,5,2,4.017058823529412
1104,JAM MAKING SET WITH JARS,2011-11-22,38.0,7,5,4.572105263157895
1105,JAM MAKING SET WITH JARS,2011-11-23,60.0,5,5,4.1866666666666665
1106,JAM MAKING SET WITH JARS,2011-11-24,15.0,4,3,6.4046666666666665
1107,JAM MAKING SET WITH JARS,2011-11-25,13.0,3,1,8.29
1108,JAM MAKING SET WITH JARS,2011-11-26,0.0,0,0,0.0
1109,JAM MAKING SET WITH JARS,2011-11-27,3.0,3,3,4.25
1110,JAM MAKING SET WITH JARS,2011-11-28,45.0,5,5,4.970888888888889
1111,JAM MAKING SET WITH JARS,2011-11-29,223.0,6,4,4.517085201793722
1112,JAM MAKING SET WITH JARS,2011-11-30,38.0,6,4,5.21
1113,JAM MAKING SET WITH JARS,2011-12-01,8.0,2,2,5.26
1114,JAM MAKING SET WITH JARS,2011-12-02,27.0,7,6,4.848518518518518
1115,JAM MAKING SET WITH JARS,2011-12-03,0.0,0,0,0.0
1116,JAM MAKING SET WITH JARS,2011-12-04,3.0,2,2,4.25
1117,JAM MAKING SET WITH JARS,2011-12-05,30.0,6,3,7.481999999999999
1118,JAM MAKING SET WITH JARS,2011-12-06,80.0,4,4,3.8129999999999997
1119,JAM MAKING SET WITH JARS,2011-12-07,24.0,5,5,5.091666666666666
1120,JAM MAKING SET WITH JARS,2011-12-08,38.0,7,4,5.580526315789474
1121,JAM MAKING SET WITH JARS,2011-12-09,7.0,2,1,8.29
1122,JUMBO BAG RED RETROSPOT,2010-12-01,556.0,12,9,1.6883453237410073
1123,JUMBO BAG RED RETROSPOT,2010-12-02,48.0,5,5,1.95
1124,JUMBO BAG RED RETROSPOT,2010-12-03,9.0,5,2,3.4566666666666666
1125,JUMBO BAG RED RETROSPOT,2010-12-04,0.0,0,0,0.0
1126,JUMBO BAG RED RETROSPOT,2010-12-05,29.0,5,5,1.95
1127,JUMBO BAG RED RETROSPOT,2010-12-06,157.0,10,9,1.8740764331210191
1128,JUMBO BAG RED RETROSPOT,2010-12-07,343.0,10,6,1.806209912536443
1129,JUMBO BAG RED RETROSPOT,2010-12-08,205.0,9,9,1.8477560975609755
1130,JUMBO BAG RED RETROSPOT,2010-12-09,21.0,7,4,2.703333333333333
1131,JUMBO BAG RED RETROSPOT,2010-12-10,115.0,4,3,1.7873913043478262
1132,JUMBO BAG RED RETROSPOT,2010-12-11,0.0,0,0,0.0
1133,JUMBO BAG RED RETROSPOT,2010-12-12,1.0,1,1,1.95
1134,JUMBO BAG RED RETROSPOT,2010-12-13,28.0,5,4,2.434285714285714
1135,JUMBO BAG RED RETROSPOT,2010-12-14,63.0,9,8,2.165238095238095
1136,JUMBO BAG RED RETROSPOT,2010-12-15,80.0,3,3,1.95
1137,JUMBO BAG RED RETROSPOT,2010-12-16,210.0,8,8,1.8071428571428572
1138,JUMBO BAG RED RETROSPOT,2010-12-17,25.0,6,2,3.306
1139,JUMBO BAG RED RETROSPOT,2010-12-18,0.0,0,0,0.0
1140,JUMBO BAG RED RETROSPOT,2010-12-19,1.0,1,1,1.95
1141,JUMBO BAG RED RETROSPOT,2010-12-20,47.0,5,4,2.1904255319148938
1142,JUMBO BAG RED RETROSPOT,2010-12-21,112.0,5,2,1.9242857142857144
1143,JUMBO BAG RED RETROSPOT,2010-12-22,1.0,1,1,0.0
1144,JUMBO BAG RED RETROSPOT,2010-12-23,11.0,2,2,2.1554545454545457
1145,JUMBO BAG RED RETROSPOT,2010-12-24,0.0,0,0,0.0
1146,JUMBO BAG RED RETROSPOT,2010-12-25,0.0,0,0,0.0
1147,JUMBO BAG RED RETROSPOT,2010-12-26,0.0,0,0,0.0
1148,JUMBO BAG RED RETROSPOT,2010-12-27,0.0,0,0,0.0
1149,JUMBO BAG RED RETROSPOT,2010-12-28,0.0,0,0,0.0
1150,JUMBO BAG RED RETROSPOT,2010-12-29,0.0,0,0,0.0
1151,JUMBO BAG RED RETROSPOT,2010-12-30,0.0,0,0,0.0
1152,JUMBO BAG RED RETROSPOT,2010-12-31,0.0,0,0,0.0
1153,JUMBO BAG RED RETROSPOT,2011-01-01,0.0,0,0,0.0
1154,JUMBO BAG RED RETROSPOT,2011-01-02,0.0,0,0,0.0
1155,JUMBO BAG RED RETROSPOT,2011-01-03,0.0,0,0,0.0
1156,JUMBO BAG RED RETROSPOT,2011-01-04,27.0,3,3,1.95
1157,JUMBO BAG RED RETROSPOT,2011-01-05,436.0,5,5,1.674770642201835
1158,JUMBO BAG RED RETROSPOT,2011-01-06,344.0,9,9,1.6883720930232557
1159,JUMBO BAG RED RETROSPOT,2011-01-07,504.0,3,3,1.6703174603174604
1160,JUMBO BAG RED RETROSPOT,2011-01-08,0.0,0,0,0.0
1161,JUMBO BAG RED RETROSPOT,2011-01-09,43.0,5,5,1.95
1162,JUMBO BAG RED RETROSPOT,2011-01-10,47.0,5,4,2.142340425531915
1163,JUMBO BAG RED RETROSPOT,2011-01-11,1.0,1,1,4.21
1164,JUMBO BAG RED RETROSPOT,2011-01-12,4.0,2,1,4.21
1165,JUMBO BAG RED RETROSPOT,2011-01-13,33.0,5,4,2.5445454545454544
1166,JUMBO BAG RED RETROSPOT,2011-01-14,90.0,10,5,2.6766666666666667
1167,JUMBO BAG RED RETROSPOT,2011-01-15,0.0,0,0,0.0
1168,JUMBO BAG RED RETROSPOT,2011-01-16,10.0,1,1,1.95
1169,JUMBO BAG RED RETROSPOT,2011-01-17,37.0,7,4,2.657027027027027
1170,JUMBO BAG RED RETROSPOT,2011-01-18,87.0,10,5,2.3008045977011493
1171,JUMBO BAG RED RETROSPOT,2011-01-19,22.0,3,3,2.148181818181818
1172,JUMBO BAG RED RETROSPOT,2011-01-20,4.0,3,3,2.495
1173,JUMBO BAG RED RETROSPOT,2011-01-21,24.0,4,2,3.766666666666667
1174,JUMBO BAG RED RETROSPOT,2011-01-22,0.0,0,0,0.0
1175,JUMBO BAG RED RETROSPOT,2011-01-23,100.0,1,1,1.65
1176,JUMBO BAG RED RETROSPOT,2011-01-24,56.0,7,5,2.105714285714286
1177,JUMBO BAG RED RETROSPOT,2011-01-25,373.0,10,9,1.7101608579088472
1178,JUMBO BAG RED RETROSPOT,2011-01-26,1.0,1,1,4.13
1179,JUMBO BAG RED RETROSPOT,2011-01-27,51.0,5,5,1.9927450980392156
1180,JUMBO BAG RED RETROSPOT,2011-01-28,1.0,1,1,4.13
1181,JUMBO BAG RED RETROSPOT,2011-01-29,0.0,0,0,0.0
1182,JUMBO BAG RED RETROSPOT,2011-01-30,0.0,0,0,0.0
1183,JUMBO BAG RED RETROSPOT,2011-01-31,52.0,7,6,2.411153846153846
1184,JUMBO BAG RED RETROSPOT,2011-02-01,370.0,11,11,1.8055135135135134
1185,JUMBO BAG RED RETROSPOT,2011-02-02,310.0,9,7,1.7497419354838708
1186,JUMBO BAG RED RETROSPOT,2011-02-03,126.0,3,3,1.7119047619047618
1187,JUMBO BAG RED RETROSPOT,2011-02-04,23.0,7,3,3.087391304347826
1188,JUMBO BAG RED RETROSPOT,2011-02-05,0.0,0,0,0.0
1189,JUMBO BAG RED RETROSPOT,2011-02-06,64.0,4,4,1.95
1190,JUMBO BAG RED RETROSPOT,2011-02-07,30.0,2,2,1.95
1191,JUMBO BAG RED RETROSPOT,2011-02-08,139.0,7,5,1.828273381294964
1192,JUMBO BAG RED RETROSPOT,2011-02-09,26.0,6,2,2.8723076923076927
1193,JUMBO BAG RED RETROSPOT,2011-02-10,0.0,0,0,0.0
1194,JUMBO BAG RED RETROSPOT,2011-02-11,43.0,3,3,1.95
1195,JUMBO BAG RED RETROSPOT,2011-02-12,0.0,0,0,0.0
1196,JUMBO BAG RED RETROSPOT,2011-02-13,40.0,2,2,1.95
1197,JUMBO BAG RED RETROSPOT,2011-02-14,416.0,3,3,1.6615384615384616
1198,JUMBO BAG RED RETROSPOT,2011-02-15,52.0,4,4,2.0338461538461536
1199,JUMBO BAG RED RETROSPOT,2011-02-16,30.0,3,3,1.95
1200,JUMBO BAG RED RETROSPOT,2011-02-17,131.0,11,5,2.084656488549618
1201,JUMBO BAG RED RETROSPOT,2011-02-18,314.0,5,5,1.6633757961783437
1202,JUMBO BAG RED RETROSPOT,2011-02-19,0.0,0,0,0.0
1203,JUMBO BAG RED RETROSPOT,2011-02-20,30.0,1,1,1.95
1204,JUMBO BAG RED RETROSPOT,2011-02-21,2.0,2,1,4.13
1205,JUMBO BAG RED RETROSPOT,2011-02-22,224.0,5,5,1.7016071428571429
1206,JUMBO BAG RED RETROSPOT,2011-02-23,48.0,7,4,3.0400000000000005
1207,JUMBO BAG RED RETROSPOT,2011-02-24,161.0,7,7,1.7772049689440994
1208,JUMBO BAG RED RETROSPOT,2011-02-25,159.0,5,5,1.8847169811320756
1209,JUMBO BAG RED RETROSPOT,2011-02-26,0.0,0,0,0.0
1210,JUMBO BAG RED RETROSPOT,2011-02-27,6.0,1,1,1.95
1211,JUMBO BAG RED RETROSPOT,2011-02-28,74.0,6,6,2.067837837837838
1212,JUMBO BAG RED RETROSPOT,2011-03-01,278.0,7,5,1.796906474820144
1213,JUMBO BAG RED RETROSPOT,2011-03-02,16.0,3,3,1.95
1214,JUMBO BAG RED RETROSPOT,2011-03-03,30.0,3,3,1.95
1215,JUMBO BAG RED RETROSPOT,2011-03-04,151.0,5,5,1.751324503311258
1216,JUMBO BAG RED RETROSPOT,2011-03-05,0.0,0,0,0.0
1217,JUMBO BAG RED RETROSPOT,2011-03-06,25.0,2,2,1.95
1218,JUMBO BAG RED RETROSPOT,2011-03-07,453.0,12,8,1.7235982339955849
1219,JUMBO BAG RED RETROSPOT,2011-03-08,87.0,9,9,1.95
1220,JUMBO BAG RED RETROSPOT,2011-03-09,26.0,4,4,2.369230769230769
1221,JUMBO BAG RED RETROSPOT,2011-03-10,31.0,7,7,2.1609677419354836
1222,JUMBO BAG RED RETROSPOT,2011-03-11,101.0,2,2,1.9715841584158416
1223,JUMBO BAG RED RETROSPOT,2011-03-12,0.0,0,0,0.0
1224,JUMBO BAG RED RETROSPOT,2011-03-13,0.0,0,0,0.0
1225,JUMBO BAG RED RETROSPOT,2011-03-14,141.0,4,4,1.7372340425531914
1226,JUMBO BAG RED RETROSPOT,2011-03-15,45.0,11,5,3.3064444444444443
1227,JUMBO BAG RED RETROSPOT,2011-03-16,10.0,1,1,1.95
1228,JUMBO BAG RED RETROSPOT,2011-03-17,1246.0,7,4,1.6643499197431784
1229,JUMBO BAG RED RETROSPOT,2011-03-18,35.0,8,4,2.5860000000000003
1230,JUMBO BAG RED RETROSPOT,2011-03-19,0.0,0,0,0.0
1231,JUMBO BAG RED RETROSPOT,2011-03-20,71.0,6,6,1.9807042253521125
1232,JUMBO BAG RED RETROSPOT,2011-03-21,150.0,5,5,1.75
1233,JUMBO BAG RED RETROSPOT,2011-03-22,35.0,10,3,3.1334285714285715
1234,JUMBO BAG RED RETROSPOT,2011-03-23,337.0,9,6,1.7152818991097922
1235,JUMBO BAG RED RETROSPOT,2011-03-24,305.0,8,8,1.7532786885245901
1236,JUMBO BAG RED RETROSPOT,2011-03-25,521.0,7,7,1.7238579654510557
1237,JUMBO BAG RED RETROSPOT,2011-03-26,0.0,0,0,0.0
1238,JUMBO BAG RED RETROSPOT,2011-03-27,0.0,0,0,0.0
1239,JUMBO BAG RED RETROSPOT,2011-03-28,143.0,6,6,1.7554545454545454
1240,JUMBO BAG RED RETROSPOT,2011-03-29,453.0,14,8,3.3472626931567326
1241,JUMBO BAG RED RETROSPOT,2011-03-30,331.0,5,5,1.6846827794561934
1242,JUMBO BAG RED RETROSPOT,2011-03-31,40.0,6,4,2.7649999999999997
1243,JUMBO BAG RED RETROSPOT,2011-04-01,16.0,2,2,1.99875
1244,JUMBO BAG RED RETROSPOT,2011-04-02,0.0,0,0,0.0
1245,JUMBO BAG RED RETROSPOT,2011-04-03,10.0,1,1,2.08
1246,JUMBO BAG RED RETROSPOT,2011-04-04,329.0,10,9,1.935562310030395
1247,JUMBO BAG RED RETROSPOT,2011-04-05,113.0,2,2,1.867079646017699
1248,JUMBO BAG RED RETROSPOT,2011-04-06,118.0,3,3,1.8857627118644067
1249,JUMBO BAG RED RETROSPOT,2011-04-07,33.0,4,4,2.298787878787879
1250,JUMBO BAG RED RETROSPOT,2011-04-08,108.0,5,4,2.3072222222222223
1251,JUMBO BAG RED RETROSPOT,2011-04-09,0.0,0,0,0.0
1252,JUMBO BAG RED RETROSPOT,2011-04-10,24.0,3,3,2.08
1253,JUMBO BAG RED RETROSPOT,2011-04-11,22.0,3,3,2.08
1254,JUMBO BAG RED RETROSPOT,2011-04-12,120.0,3,3,1.8275000000000001
1255,JUMBO BAG RED RETROSPOT,2011-04-13,40.0,3,3,2.08
1256,JUMBO BAG RED RETROSPOT,2011-04-14,148.0,7,7,1.8840540540540542
1257,JUMBO BAG RED RETROSPOT,2011-04-15,66.0,11,5,2.576969696969697
1258,JUMBO BAG RED RETROSPOT,2011-04-16,0.0,0,0,0.0
1259,JUMBO BAG RED RETROSPOT,2011-04-17,210.0,2,2,1.803809523809524
1260,JUMBO BAG RED RETROSPOT,2011-04-18,169.0,10,5,2.2763905325443785
1261,JUMBO BAG RED RETROSPOT,2011-04-19,146.0,8,6,1.9399315068493153
1262,JUMBO BAG RED RETROSPOT,2011-04-20,80.0,7,7,2.08
1263,JUMBO BAG RED RETROSPOT,2011-04-21,124.0,6,5,1.895725806451613
1264,JUMBO BAG RED RETROSPOT,2011-04-22,0.0,0,0,0.0
1265,JUMBO BAG RED RETROSPOT,2011-04-23,0.0,0,0,0.0
1266,JUMBO BAG RED RETROSPOT,2011-04-24,0.0,0,0,0.0
1267,JUMBO BAG RED RETROSPOT,2011-04-25,0.0,0,0,0.0
1268,JUMBO BAG RED RETROSPOT,2011-04-26,190.0,12,6,2.125526315789474
1269,JUMBO BAG RED RETROSPOT,2011-04-27,57.0,7,7,2.1878947368421056
1270,JUMBO BAG RED RETROSPOT,2011-04-28,33.0,5,5,2.142121212121212
1271,JUMBO BAG RED RETROSPOT,2011-04-29,0.0,0,0,0.0
1272,JUMBO BAG RED RETROSPOT,2011-04-30,0.0,0,0,0.0
1273,JUMBO BAG RED RETROSPOT,2011-05-01,95.0,2,2,2.08
1274,JUMBO BAG RED RETROSPOT,2011-05-02,0.0,0,0,0.0
1275,JUMBO BAG RED RETROSPOT,2011-05-03,51.0,4,4,2.08
1276,JUMBO BAG RED RETROSPOT,2011-05-04,28.0,4,4,2.08
1277,JUMBO BAG RED RETROSPOT,2011-05-05,37.0,5,3,2.3570270270270273
1278,JUMBO BAG RED RETROSPOT,2011-05-06,94.0,12,10,2.2188297872340423
1279,JUMBO BAG RED RETROSPOT,2011-05-07,0.0,0,0,0.0
1280,JUMBO BAG RED RETROSPOT,2011-05-08,110.0,10,10,2.08
1281,JUMBO BAG RED RETROSPOT,2011-05-09,66.0,7,5,2.1110606060606063
1282,JUMBO BAG RED RETROSPOT,2011-05-10,396.0,25,8,2.088080808080808
1283,JUMBO BAG RED RETROSPOT,2011-05-11,144.0,8,8,1.878611111111111
1284,JUMBO BAG RED RETROSPOT,2011-05-12,127.0,5,5,1.8516535433070866
1285,JUMBO BAG RED RETROSPOT,2011-05-13,340.0,5,5,1.8241176470588236
1286,JUMBO BAG RED RETROSPOT,2011-05-14,0.0,0,0,0.0
1287,JUMBO BAG RED RETROSPOT,2011-05-15,3.0,1,1,2.08
1288,JUMBO BAG RED RETROSPOT,2011-05-16,133.0,5,5,1.823157894736842
1289,JUMBO BAG RED RETROSPOT,2011-05-17,161.0,10,7,1.9834161490683229
1290,JUMBO BAG RED RETROSPOT,2011-05-18,78.0,6,6,2.1102564102564108
1291,JUMBO BAG RED RETROSPOT,2011-05-19,152.0,14,11,2.1267105263157893
1292,JUMBO BAG RED RETROSPOT,2011-05-20,273.0,6,6,1.8675457875457877
1293,JUMBO BAG RED RETROSPOT,2011-05-21,0.0,0,0,0.0
1294,JUMBO BAG RED RETROSPOT,2011-05-22,71.0,4,4,2.08
1295,JUMBO BAG RED RETROSPOT,2011-05-23,365.0,11,8,1.8921917808219177
1296,JUMBO BAG RED RETROSPOT,2011-05-24,251.0,10,8,1.8943426294820718
1297,JUMBO BAG RED RETROSPOT,2011-05-25,245.0,8,8,1.8683673469387756
1298,JUMBO BAG RED RETROSPOT,2011-05-26,6.0,2,2,2.08
1299,JUMBO BAG RED RETROSPOT,2011-05-27,44.0,8,4,2.7322727272727274
1300,JUMBO BAG RED RETROSPOT,2011-05-28,0.0,0,0,0.0
1301,JUMBO BAG RED RETROSPOT,2011-05-29,12.0,2,2,2.08
1302,JUMBO BAG RED RETROSPOT,2011-05-30,0.0,0,0,0.0
1303,JUMBO BAG RED RETROSPOT,2011-05-31,29.0,3,3,2.150689655172414
1304,JUMBO BAG RED RETROSPOT,2011-06-01,21.0,4,3,2.568095238095238
1305,JUMBO BAG RED RETROSPOT,2011-06-02,153.0,11,6,2.064640522875817
1306,JUMBO BAG RED RETROSPOT,2011-06-03,23.0,4,4,2.1691304347826086
1307,JUMBO BAG RED RETROSPOT,2011-06-04,0.0,0,0,0.0
1308,JUMBO BAG RED RETROSPOT,2011-06-05,35.0,5,5,2.08
1309,JUMBO BAG RED RETROSPOT,2011-06-06,123.0,5,5,1.8202439024390245
1310,JUMBO BAG RED RETROSPOT,2011-06-07,307.0,13,12,1.9016612377850164
1311,JUMBO BAG RED RETROSPOT,2011-06-08,135.0,20,9,2.702592592592593
1312,JUMBO BAG RED RETROSPOT,2011-06-09,78.0,6,6,2.29025641025641
1313,JUMBO BAG RED RETROSPOT,2011-06-10,22.0,6,4,2.7322727272727274
1314,JUMBO BAG RED RETROSPOT,2011-06-11,0.0,0,0,0.0
1315,JUMBO BAG RED RETROSPOT,2011-06-12,108.0,5,5,1.8114814814814812
1316,JUMBO BAG RED RETROSPOT,2011-06-13,25.0,5,4,2.408
1317,JUMBO BAG RED RETROSPOT,2011-06-14,234.0,6,5,1.8496581196581197
1318,JUMBO BAG RED RETROSPOT,2011-06-15,213.0,13,10,2.0785915492957745
1319,JUMBO BAG RED RETROSPOT,2011-06-16,134.0,5,5,1.924776119402985
1320,JUMBO BAG RED RETROSPOT,2011-06-17,100.0,1,1,1.79
1321,JUMBO BAG RED RETROSPOT,2011-06-18,0.0,0,0,0.0
1322,JUMBO BAG RED RETROSPOT,2011-06-19,123.0,3,3,1.8442276422764228
1323,JUMBO BAG RED RETROSPOT,2011-06-20,326.0,10,4,1.9074539877300611
1324,JUMBO BAG RED RETROSPOT,2011-06-21,162.0,9,7,2.002222222222222
1325,JUMBO BAG RED RETROSPOT,2011-06-22,120.0,2,2,1.8383333333333334
1326,JUMBO BAG RED RETROSPOT,2011-06-23,142.0,8,8,1.890211267605634
1327,JUMBO BAG RED RETROSPOT,2011-06-24,11.0,2,2,2.266363636363636
1328,JUMBO BAG RED RETROSPOT,2011-06-25,0.0,0,0,0.0
1329,JUMBO BAG RED RETROSPOT,2011-06-26,30.0,1,1,2.08
1330,JUMBO BAG RED RETROSPOT,2011-06-27,227.0,7,5,1.8877092511013216
1331,JUMBO BAG RED RETROSPOT,2011-06-28,23.0,5,3,2.791739130434783
1332,JUMBO BAG RED RETROSPOT,2011-06-29,60.0,4,4,2.08
1333,JUMBO BAG RED RETROSPOT,2011-06-30,225.0,5,5,1.8231111111111111
1334,JUMBO BAG RED RETROSPOT,2011-07-01,57.0,7,5,2.331754385964912
1335,JUMBO BAG RED RETROSPOT,2011-07-02,0.0,0,0,0.0
1336,JUMBO BAG RED RETROSPOT,2011-07-03,4.0,1,1,2.08
1337,JUMBO BAG RED RETROSPOT,2011-07-04,51.0,8,4,2.24078431372549
1338,JUMBO BAG RED RETROSPOT,2011-07-05,286.0,13,8,1.9918881118881118
1339,JUMBO BAG RED RETROSPOT,2011-07-06,200.0,7,7,1.9554999999999998
1340,JUMBO BAG RED RETROSPOT,2011-07-07,366.0,7,7,1.8575956284153006
1341,JUMBO BAG RED RETROSPOT,2011-07-08,414.0,16,8,2.014057971014493
1342,JUMBO BAG RED RETROSPOT,2011-07-09,0.0,0,0,0.0
1343,JUMBO BAG RED RETROSPOT,2011-07-10,7.0,3,3,2.08
1344,JUMBO BAG RED RETROSPOT,2011-07-11,22.0,2,2,2.08
1345,JUMBO BAG RED RETROSPOT,2011-07-12,31.0,6,4,2.5429032258064517
1346,JUMBO BAG RED RETROSPOT,2011-07-13,76.0,8,8,2.122763157894737
1347,JUMBO BAG RED RETROSPOT,2011-07-14,123.0,6,5,1.8608943089430894
1348,JUMBO BAG RED RETROSPOT,2011-07-15,34.0,3,3,2.3211764705882354
1349,JUMBO BAG RED RETROSPOT,2011-07-16,0.0,0,0,0.0
1350,JUMBO BAG RED RETROSPOT,2011-07-17,125.0,6,6,1.848
1351,JUMBO BAG RED RETROSPOT,2011-07-18,71.0,13,6,2.7152112676056337
1352,JUMBO BAG RED RETROSPOT,2011-07-19,272.0,5,5,1.8134558823529412
1353,JUMBO BAG RED RETROSPOT,2011-07-20,259.0,13,12,1.8560617760617761
1354,JUMBO BAG RED RETROSPOT,2011-07-21,45.0,4,3,2.307777777777778
1355,JUMBO BAG RED RETROSPOT,2011-07-22,40.0,5,5,2.1825
1356,JUMBO BAG RED RETROSPOT,2011-07-23,0.0,0,0,0.0
1357,JUMBO BAG RED RETROSPOT,2011-07-24,25.0,4,4,2.08
1358,JUMBO BAG RED RETROSPOT,2011-07-25,59.0,8,4,2.3927118644067797
1359,JUMBO BAG RED RETROSPOT,2011-07-26,148.0,7,6,1.994864864864865
1360,JUMBO BAG RED RETROSPOT,2011-07-27,162.0,7,7,1.913641975308642
1361,JUMBO BAG RED RETROSPOT,2011-07-28,48.0,6,6,2.1654166666666668
1362,JUMBO BAG RED RETROSPOT,2011-07-29,111.0,10,9,2.08
1363,JUMBO BAG RED RETROSPOT,2011-07-30,0.0,0,0,0.0
1364,JUMBO BAG RED RETROSPOT,2011-07-31,12.0,2,2,2.08
1365,JUMBO BAG RED RETROSPOT,2011-08-01,348.0,7,7,1.8299999999999998
